Season,Competition,GameWeek,Kick Off Time,Home Team Name,Home Team Abbr,Home Team ID,Away Team Name,Away Team Abbr,Away Team Id,Home Score,Away Score,HT Home Score,HT Away Team,Outcome,Stadium,Location,Stadium Id,Attendance,Referee,Referee Id
2002/03,Premier League,14,"Sun 17 Nov 2002, 15:00 GMT",Leeds United,LEE,9,Bolton Wanderers,BOL,27,2,4,1,1,A,Elland Road,Leeds,205,36627,Alan Wiley,4217
2002/03,Premier League,16,"Sun 1 Dec 2002, 15:00 GMT",Leeds United,LEE,9,Charlton Athletic,CHA,31,1,2,1,0,A,Elland Road,Leeds,205,35537,Andy D'Urso,4225
2002/03,Premier League,19,"Sat 21 Dec 2002, 15:00 GMT",Leeds United,LEE,9,Southampton,SOU,20,1,1,0,0,D,Elland Road,Leeds,205,36687,Chris Foy,4117
2002/03,Premier League,21,"Sat 28 Dec 2002, 15:00 GMT",Leeds United,LEE,9,Chelsea,CHE,4,2,0,2,0,H,Elland Road,Leeds,205,40122,Graham Barber,4277
2002/03,Premier League,22,"Wed 1 Jan 2003, 15:00 GMT",Leeds United,LEE,9,Birmingham City,BIR,35,2,0,1,0,H,Elland Road,Leeds,205,40034,Phil Dowd,4355
2002/03,Premier League,24,"Sat 18 Jan 2003, 15:00 GMT",Leeds United,LEE,9,West Bromwich Albion,WBA,36,0,0,0,0,D,Elland Road,Leeds,205,39708,Uriah Rennie,4114
2002/03,Premier League,27,"Sat 8 Feb 2003, 15:00 GMT",Leeds United,LEE,9,West Ham United,WHU,25,1,0,1,0,H,Elland Road,Leeds,205,40126,Dermot Gallagher,4113
2002/03,Premier League,28,"Sat 22 Feb 2003, 15:00 GMT",Leeds United,LEE,9,Newcastle United,NEW,23,0,3,0,1,A,Elland Road,Leeds,205,40025,Alan Wiley,4152
2002/03,Premier League,30,"Sat 15 Mar 2003, 15:00 GMT",Leeds United,LEE,9,Middlesbrough,MID,13,2,3,1,2,A,Elland Road,Leeds,205,39073,David Elleray,4150
2002/03,Premier League,33,"Sat 12 Apr 2003, 15:00 BST",Leeds United,LEE,9,Tottenham Hotspur,TOT,21,2,2,1,2,D,Elland Road,Leeds,205,39560,Rob Styles,4148
2002/03,Premier League,35,"Tue 22 Apr 2003, 19:45 BST",Leeds United,LEE,9,Fulham,FUL,34,2,0,1,0,H,Elland Road,Leeds,205,37220,Neale Barry,4127
2002/03,Premier League,36,"Sat 26 Apr 2003, 15:00 BST",Leeds United,LEE,9,Blackburn Rovers,BLB,3,2,3,1,1,A,Elland Road,Leeds,205,38062,Paul Durkin,4199
2002/03,Premier League,38,"Sun 11 May 2003, 15:00 BST",Leeds United,LEE,9,Aston Villa,AVL,2,3,1,1,1,H,Elland Road,Leeds,205,40205,Paul Durkin,4333
2003/04,Premier League,5,"Sat 20 Sep 2003, 15:00 BST",Leeds United,LEE,9,Birmingham City,BIR,35,0,2,0,0,A,Elland Road,Leeds,205,34305,Dermot Gallagher,4434
2003/04,Premier League,26,"Sun 29 Feb 2004, 15:00 GMT",Leeds United,LEE,9,Liverpool,LIV,10,2,2,2,2,D,Elland Road,Leeds,205,39932,Paul Durkin,4583
2003/04,Premier League,1,"Sun 17 Aug 2003, 14:00 BST",Leeds United,LEE,9,Newcastle United,NEW,23,2,2,1,1,D,Elland Road,Leeds,205,36766,Alan Wiley,4760
2003/04,Premier League,17,"Fri 26 Dec 2003, 15:00 GMT",Leeds United,LEE,9,Aston Villa,AVL,2,0,0,0,0,D,Elland Road,Leeds,205,38513,Steve Bennett,4716
2003/04,Premier League,20,"Sat 10 Jan 2004, 15:00 GMT",Leeds United,LEE,9,Tottenham Hotspur,TOT,21,0,1,0,0,A,Elland Road,Leeds,205,35365,Mark Halsey,4606
2003/04,Premier League,15,"Sun 14 Dec 2003, 16:05 GMT",Leeds United,LEE,9,Fulham,FUL,34,3,2,1,0,H,Elland Road,Leeds,205,30544,Neale Barry,4698
2003/04,Premier League,24,"Tue 10 Feb 2004, 19:45 GMT",Leeds United,LEE,9,Wolverhampton Wanderers,WOL,38,4,1,2,1,H,Elland Road,Leeds,205,36867,Mike Dean,4571
2003/04,Premier League,10,"Sat 1 Nov 2003, 15:00 GMT",Leeds United,LEE,9,Arsenal,ARS,1,1,4,0,3,A,Elland Road,Leeds,205,36491,Mike Dean,4462
2003/04,Premier League,8,"Sat 18 Oct 2003, 12:00 BST",Leeds United,LEE,9,Manchester United,MUN,12,0,1,0,0,A,Elland Road,Leeds,205,40153,Graham Poll,4489
2003/04,Premier League,7,"Sat 4 Oct 2003, 15:00 BST",Leeds United,LEE,9,Blackburn Rovers,BLB,3,2,1,2,0,H,Elland Road,Leeds,205,35039,Uriah Rennie,4428
2003/04,Premier League,28,"Mon 22 Mar 2004, 15:00 GMT",Leeds United,LEE,9,Manchester City,MCI,11,2,1,1,1,H,Elland Road,Leeds,205,36998,Alan Wiley,4433
2003/04,Premier League,33,"Sun 25 Apr 2004, 15:00 BST",Leeds United,LEE,9,Portsmouth,POR,37,1,2,0,1,A,Elland Road,Leeds,205,39273,Uriah Rennie,4663
2003/04,Premier League,12,"Sat 22 Nov 2003, 15:00 GMT",Leeds United,LEE,9,Bolton Wanderers,BOL,27,0,2,0,2,A,Elland Road,Leeds,205,36558,Graham Poll,4436
2003/04,Premier League,2,"Tue 26 Aug 2003, 19:45 BST",Leeds United,LEE,9,Southampton,SOU,20,0,0,0,0,D,Elland Road,Leeds,205,34721,Paul Durkin,4684
2003/04,Premier League,14,"Sat 6 Dec 2003, 15:00 GMT",Leeds United,LEE,9,Chelsea,CHE,4,1,1,1,0,D,Elland Road,Leeds,205,36305,Mike Dean,4705
2003/04,Premier League,31,"Tue 13 Apr 2004, 19:45 BST",Leeds United,LEE,9,Everton,EVE,7,1,1,0,1,D,Elland Road,Leeds,205,39835,Paul Durkin,4804
2003/04,Premier League,22,"Sat 31 Jan 2004, 15:00 GMT",Leeds United,LEE,9,Middlesbrough,MID,13,0,3,0,0,A,Elland Road,Leeds,205,35970,Graham Poll,4445
2003/04,Premier League,35,"Sat 8 May 2004, 15:00 BST",Leeds United,LEE,9,Charlton Athletic,CHA,31,3,3,2,1,D,Elland Road,Leeds,205,38986,Mark Halsey,4435
2003/04,Premier League,30,"Mon 5 Apr 2004, 20:00 BST",Leeds United,LEE,9,Leicester City,LEI,26,3,2,2,0,H,Elland Road,Leeds,205,34036,Mike Dean,4784
