Season,Competition,GameWeek,Kick Off Time,Home Team Name,Home Team Abbr,Home Team ID,Away Team Name,Away Team Abbr,Away Team Id,Home Score,Away Score,HT Home Score,HT Away Team,Outcome,Stadium,Location,Stadium Id,Attendance,Referee,Referee Id
2005/06,Premier League,20,"Sat 31 Dec 2005, 15:00 GMT",Wigan Athletic,WIG,39,Blackburn Rovers,BLB,3,0,3,0,1,A,DW Stadium,Wigan,2,20815,Mark Clattenburg,5459
2005/06,Premier League,22,"Sun 15 Jan 2006, 13:30 GMT",Wigan Athletic,WIG,39,West Bromwich Albion,WBA,36,0,1,0,0,A,DW Stadium,Wigan,2,17501,Martin Atkinson,5312
2005/06,Premier League,24,"Tue 31 Jan 2006, 19:45 GMT",Wigan Athletic,WIG,39,Everton,EVE,7,1,1,1,1,D,DW Stadium,Wigan,2,21890,Mike Dean,5330
2005/06,Premier League,26,"Sat 11 Feb 2006, 12:45 GMT",Wigan Athletic,WIG,39,Liverpool,LIV,10,0,1,0,1,A,DW Stadium,Wigan,2,25078,Matteo Trefoloni,5347
2005/06,Premier League,28,"Mon 6 Mar 2006, 20:00 GMT",Wigan Athletic,WIG,39,Manchester United,MUN,12,1,2,0,0,A,DW Stadium,Wigan,2,23798,Steve Bennett,5359
2005/06,Premier League,31,"Sat 25 Mar 2006, 15:00 GMT",Wigan Athletic,WIG,39,West Ham United,WHU,25,1,2,1,0,A,DW Stadium,Wigan,2,18963,Dermot Gallagher,5193
2005/06,Premier League,33,"Sat 8 Apr 2006, 17:15 BST",Wigan Athletic,WIG,39,Birmingham City,BIR,35,1,1,0,0,D,DW Stadium,Wigan,2,18801,Howard Webb,5206
2005/06,Premier League,34,"Tue 18 Apr 2006, 19:45 BST",Wigan Athletic,WIG,39,Aston Villa,AVL,2,3,2,1,0,H,DW Stadium,Wigan,2,18564,Peter Walton,5256
2005/06,Premier League,37,"Sat 29 Apr 2006, 15:00 BST",Wigan Athletic,WIG,39,Portsmouth,POR,37,1,2,1,0,A,DW Stadium,Wigan,2,21254,Mike Riley,5238
2006/07,Premier League,3,"Sat 26 Aug 2006, 15:00 BST",Wigan Athletic,WIG,39,Reading,RDG,40,1,0,1,0,H,DW Stadium,Wigan,2,14834,Mike Riley,5795
2006/07,Premier League,6,"Sat 23 Sep 2006, 15:00 BST",Wigan Athletic,WIG,39,Watford,WAT,33,1,1,1,0,D,DW Stadium,Wigan,2,17111,Rob Styles,5697
2006/07,Premier League,8,"Sat 14 Oct 2006, 12:45 BST",Wigan Athletic,WIG,39,Manchester United,MUN,12,1,3,1,0,A,DW Stadium,Wigan,2,20726,Steve Bennett,5751
2006/07,Premier League,9,"Sat 21 Oct 2006, 12:45 BST",Wigan Athletic,WIG,39,Manchester City,MCI,11,4,0,2,0,H,DW Stadium,Wigan,2,16522,Phil Dowd,5703
2006/07,Premier League,12,"Sat 11 Nov 2006, 15:00 GMT",Wigan Athletic,WIG,39,Charlton Athletic,CHA,31,3,2,2,0,H,DW Stadium,Wigan,2,16648,Dermot Gallagher,5663
2006/07,Premier League,13,"Sun 19 Nov 2006, 13:30 GMT",Wigan Athletic,WIG,39,Aston Villa,AVL,2,0,0,0,0,D,DW Stadium,Wigan,2,18728,Steve Bennett,5653
2006/07,Premier League,16,"Sat 2 Dec 2006, 15:00 GMT",Wigan Athletic,WIG,39,Liverpool,LIV,10,0,4,0,4,A,DW Stadium,Wigan,2,22326,Mike Riley,5664
2006/07,Premier League,17,"Wed 13 Dec 2006, 19:45 GMT",Wigan Athletic,WIG,39,Arsenal,ARS,1,0,1,0,0,A,DW Stadium,Wigan,2,15506,Rob Styles,5788
2006/07,Premier League,18,"Sat 16 Dec 2006, 15:00 GMT",Wigan Athletic,WIG,39,Sheff Utd,SHU,18,0,1,0,1,A,DW Stadium,Wigan,2,16445,Peter Walton,5635
2006/07,Premier League,19,"Sat 23 Dec 2006, 17:15 GMT",Wigan Athletic,WIG,39,Chelsea,CHE,4,2,3,1,2,A,DW Stadium,Wigan,2,22304,Mike Dean,5824
2006/07,Premier League,22,"Mon 1 Jan 2007, 15:00 GMT",Wigan Athletic,WIG,39,Blackburn Rovers,BLB,3,0,3,0,1,A,DW Stadium,Wigan,2,15039,Mark Clattenburg,5609
2006/07,Premier League,24,"Sun 21 Jan 2007, 13:30 GMT",Wigan Athletic,WIG,39,Everton,EVE,7,0,2,0,0,A,DW Stadium,Wigan,2,18346,Howard Webb,5812
2006/07,Premier League,26,"Sat 3 Feb 2007, 15:00 GMT",Wigan Athletic,WIG,39,Portsmouth,POR,37,1,0,0,0,H,DW Stadium,Wigan,2,15295,Graham Poll,5897
2006/07,Premier League,28,"Sun 25 Feb 2007, 13:00 GMT",Wigan Athletic,WIG,39,Newcastle United,NEW,23,1,0,1,0,H,DW Stadium,Wigan,2,22019,Alan Wiley,5881
2006/07,Premier League,30,"Sat 17 Mar 2007, 15:00 GMT",Wigan Athletic,WIG,39,Fulham,FUL,34,0,0,0,0,D,DW Stadium,Wigan,2,16753,Steve Tanner,5861
2006/07,Premier League,32,"Sat 7 Apr 2007, 15:00 BST",Wigan Athletic,WIG,39,Bolton Wanderers,BOL,27,1,3,1,1,A,DW Stadium,Wigan,2,18768,Uriah Rennie,5937
2006/07,Premier League,34,"Sun 15 Apr 2007, 13:30 BST",Wigan Athletic,WIG,39,Tottenham Hotspur,TOT,21,3,3,2,2,D,DW Stadium,Wigan,2,16654,Graham Poll,5917
2006/07,Premier League,37,"Sat 28 Apr 2007, 15:00 BST",Wigan Athletic,WIG,39,West Ham United,WHU,25,0,3,0,1,A,DW Stadium,Wigan,2,24832,Graham Poll,5571
2006/07,Premier League,38,"Sat 5 May 2007, 15:00 BST",Wigan Athletic,WIG,39,Middlesbrough,MID,13,0,1,0,1,A,DW Stadium,Wigan,2,21448,Mark Clattenburg,5602
